id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
6613299,Home in Austin · ★4.95 · 2 bedrooms · 2 beds · 1 bath,18675398,Amy,,78704,30.24671,-97.75316,Entire home/apt,181,2,104,2022-11-12,1.07,2,351,8,
5652310,Home in Austin · 1 bedroom · 1 bed · 1 bath,28835944,Sarah,,78748,30.18268,-97.79659,Private room,99,1,1,2015-03-21,0.01,1,0,0,
6625929,Home in Austin · 1 bedroom · 1.5 baths,34680054,Jennifer,,78704,30.22544,-97.76379,Entire home/apt,120,2,2,2015-07-01,0.02,1,0,0,
5653621,Rental unit in Austin · 1 bedroom · 1 bed · Half-bath,29301775,Taehee,,78705,30.29016,-97.75142,Private room,200,1,0,,,1,0,0,
6626589,Home in Austin · 3 bedrooms · 3 beds · 2.5 baths,34684086,Miguel,,78723,30.31416,-97.70009,Entire home/apt,139,3,1,2016-07-18,0.01,1,0,0,
6638084,Guesthouse in Austin · ★4.91 · Studio · 1 bed · 1 bath,899362,Jennifer,,78721,30.28086,-97.6856,Entire home/apt,55,28,225,2022-12-31,2.43,1,80,6,
7033328,Rental unit in Austin · 1 bedroom · 1 bed · 1 bath,12740864,Jessica,,78701,30.25824,-97.73877,Entire home/apt,67,1,0,,,1,0,0,
6646724,Rental unit in Austin · ★New · 1 bedroom · 1 bed · 1 bath,34792654,Krystal,,78741,30.23377070412008,-97.73402947421032,Private room,90,1,0,,,1,85,0,
7066704,Guest suite in Austin · ★4.89 · 1 bedroom · 1 bed · 1 bath,3125482,Gatto,,78727,30.43806,-97.74219,Entire home/apt,70,2,74,2023-03-30,0.81,2,173,14,
6690195,Rental unit in Austin · ★4.0 · 1 bedroom · 1 bed · 1 bath,35016589,Tara,,78745,30.21971,-97.77189,Entire home/apt,69,1,10,2015-08-07,0.10,1,0,0,
6702972,Home in Austin · 2 bedrooms · 2 beds · 2 baths,18088547,Meg,,78702,30.25686536630281,-97.72818814963102,Entire home/apt,200,7,0,,,1,160,0,
