PID,ZIPCODE,OWN_OCC,AV_TOTAL,LAND_SF,YR_BUILT,YR_REMOD,LIVING_AREA,NUM_FLOORS,STRUCTURE_CLASS,R_BLDG_STYL,R_ROOF_TYP,R_EXT_FIN,R_TOTAL_RMS,R_BDRMS,R_FULL_BTH,R_HALF_BTH,R_BTH_STYLE,R_KITCH,R_KITCH_STYLE,R_HEAT_TYP,R_AC,R_FPLACE,R_EXT_CND,R_OVRALL_CND,R_INT_CND,R_INT_FIN,R_VIEW
2000671000,2131,Y,366100,4000,1924,0,1310,1,R,BW,H,W,6,3,1,0,M,1,N,W,N,0,A,A,A,N,A
2004353000,2132,Y,627600,5928,1935,0,1664,2,R,TD,G,W,6,3,1,1,S,1,S,W,N,1,G,G,A,N,A
1900585000,2130,N,488500,5584,1925,0,872,1,R,BW,G,F,5,2,1,0,S,1,S,S,N,0,G,A,A,N,A
1807873001,2136,Y,369600,6240,1964,2001,1470,2,R,CL,G,M,7,4,1,1,M,1,M,W,N,1,A,A,A,N,A
1810891001,2136,Y,389000,10080,1955,0,1274,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1812268040,2136,Y,332300,5956,1959,0,2557,1,R,RR,G,M,10,5,1,1,S,1,S,W,N,0,A,A,A,N,A
2005831000,2132,Y,556400,4950,1940,0,1664,2,R,CL,G,W,8,4,1,1,S,1,M,W,N,1,A,A,G,N,A
1603246000,2124,Y,379200,3200,1935,0,1744,2,R,CL,H,M,8,4,1,0,S,1,S,F,N,0,A,A,A,N,A
1702924000,2124,Y,270800,3750,1899,0,2125,2,R,CL,L,A,8,4,1,1,N,1,N,W,N,1,A,A,A,N,A
1701532010,2124,Y,231000,3750,1992,0,1333,2,R,SD,G,M,5,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1604665000,2124,Y,441300,3600,1930,0,1401,1.5,R,CV,G,W,6,3,1,0,S,1,S,W,N,0,A,A,G,N,A
2010482000,2132,Y,325600,9331,1950,0,828,1,R,RN,G,M,4,2,1,0,S,1,S,F,N,1,A,A,A,N,A
1805823000,2131,Y,306400,4626,1926,0,1061,1.5,R,CP,G,W,6,2,1,0,S,1,N,W,N,0,A,A,A,N,A
1807104000,2136,Y,273800,4800,1950,0,875,1,R,CP,G,M,6,2,1,0,S,1,N,F,N,0,A,A,A,N,A
1803844000,2136,Y,340400,3560,1935,0,1248,2,R,CL,G,M,6,3,1,1,M,1,M,W,N,1,A,A,G,N,A
1810356000,2136,Y,347500,1900,1880,0,1715,2,R,CL,G,A,8,5,1,0,S,1,M,F,N,0,A,A,G,N,A
2010433000,2132,Y,419600,9136,1920,0,1149,1.5,R,CP,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1903788000,2131,Y,518700,4700,1930,0,1464,2,R,CL,H,W,7,3,1,1,M,1,M,W,N,1,A,G,G,N,A
2007189000,2132,N,605700,5000,1955,2008,1890,1.5,R,CP,G,C,8,4,2,1,M,1,M,F,C,1,G,G,G,N,A
1901204000,2130,Y,771800,3670,1899,0,2038,2,R,CL,G,F,8,3,1,0,S,1,S,F,N,1,F,A,G,N,A
1807847000,2136,Y,325300,6250,1950,0,1359,1.5,R,CP,G,M,7,3,2,0,N,1,N,W,N,0,A,A,A,N,A
1809779000,2136,Y,349200,4937,1950,0,1414,1.5,R,CP,G,W,7,4,2,0,M,1,S,W,N,1,F,A,G,N,A
2007100000,2132,Y,480900,4281,1940,0,1454,1.5,R,CP,G,W,9,3,2,0,S,1,S,W,N,1,A,G,G,N,A
1700811000,2124,Y,390700,4783,1920,1983,2070,2,R,CL,G,A,9,4,1,0,N,1,M,F,N,1,A,A,A,N,A
2002920010,2132,Y,531700,6000,1989,0,1800,2,R,CL,G,M,7,4,2,1,S,1,S,W,C,1,A,G,G,N,A
1812980000,2136,Y,351100,10098,1900,0,1405,1.5,R,CV,G,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,F
1810771002,2136,Y,366900,6000,1963,0,1568,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2001842000,2132,Y,787800,11200,1952,2012,2309,2,R,CL,G,M,8,4,2,2,M,1,M,W,C,1,A,G,G,N,A
1803786009,2136,N,305200,1790,1965,0,1280,2,R,RE,G,M,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A
2002091000,2132,Y,511600,5700,1929,1983,1736,2,R,CL,G,M,7,3,1,1,S,1,N,W,N,1,A,A,A,N,A
2010336000,2132,Y,426800,4269,1960,2002,1368,2,R,CL,G,W,6,4,1,1,S,1,M,W,D,1,A,A,A,N,A
2005679000,2132,Y,590300,8637,1933,0,2304,2,R,CL,G,B,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1808102000,2136,Y,242800,5478,1947,0,900,1,R,RN,G,W,5,3,1,0,S,1,S,F,N,0,F,A,A,N,A
1808286000,2136,Y,559000,5176,2004, ,2244,2,R,CL,G,M,7,4,2,1,M,1,M,F,C,1,G,G,G,N,A
1803929000,2136,Y,444400,4607,1920,2005,2321,2,R,CL,L,M,10,5,2,0,M,1,M,F,N,0,A,G,G,N,A
1808523003,2131,Y,338000,4114,1964,0,1581,2,R,CL,G,M,8,4,1,1,N,1,N,F,N,1,A,A,A,N,A
1801365000,2136,Y,326300,4771,1915,0,1586,2,R,CL,G,M,7,4,1,2,S,1,S,F,N,0,A,A,A,N,A
1808379010,2136,Y,513100,7836,2000, ,1980,2,R,CL,G,M,8,3,1,1,M,1,M,W,C,0,G,G,G,N,A
1804014000,2136,Y,294025,4000,1955,2010,1819,2,R,CL,G,M,7,3,2,0,M,1,M,W,N,1,A,A,A,N,A
2002589001,2132,Y,539600,6197,1991,0,1606,2,R,CL,G,F,7,3,2,1,M,1,S,E,N,1,A,G,G,N,A
2003435010,2132,Y,763400,12837,1950, ,2288,2,R,CL,G,W,9,4,1,1,M,1,M,W,C,2,A,G,G,N,A
1808517050,2136,Y,264000,6271,1965,0,864,1,R,RN,G,M,5,2,1,0,S,1,N,F,N,0,A,A,A,N,A
1904979000,2130,Y,404700,4410,1915,0,1784,2,R,CL,G,W,8,4,1,0,S,1,N,W,N,1,F,F,A,N,A
2005687000,2131,Y,570700,6419,1935,2005,2398,2,R,CL,G,W,8,3,1,1,M,1,M,W,N,1,A,A,A,N,A
2003227000,2132,Y,426700,6119,1800,2013,2067,1.5,R,CV,G,F,8,3,3,0,S,1,M,F,D,1,A,A,A,N,A
1805738000,2131,Y,451900,6750,1966,0,1164,1,R,RR,G,W,7,4,1,0,S,1,M,W,N,2,A,A,G,N,A
2006998002,2132,Y,597200,16533,1955,2013,2022,2,R,CL,G,W,6,3,2,1,M,1,S,F,C,1,A,A,A,N,A
1808169000,2136,Y,304100,3589,1910,0,2097,2,R,CL,G,A,10,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1901417000,2130,Y,331800,1690,1870,1989,952,2,R,CL,G,W,4,2,1,1,N,1,N,F,N,0,F,F,F,N,A
2003033000,2132,Y,368200,4941,1911,0,1530,2,R,CL,G,M,8,5,1,0,S,1,S,W,N,0,A,A,A,N,A
1810646001,2136,Y,268900,4254,1963,0,1008,1,R,RN,G,M,5,3,1,0,S,1,S,F,N,0,A,A,A,N,A
1703210000,2124,Y,368100,5691,1930,1990,1424,2,R,CL,G,M,7,3,1,0,S,1,M,W,N,0,A,A,G,N,A
1904166000,2131,Y,547900,7556,1910,0,1996,2,R,CL,G,A,10,4,1,1,S,1,S,W,N,0,A,A,G,N,A
1812325024,2136,Y,327600,8476,1960,0,1781,1,R,RR,G,M,7,4,2,0,M,1,M,F,N,0,A,A,A,N,A
1809718000,2136,Y,343700,6250,1920,0,1557,2,R,CV,G,M,9,3,1,1,S,1,S,F,N,0,A,A,A,N,A
2006129000,2132,Y,450300,6720,1910,0,1176,2,R,CL,G,M,6,3,1,0,S,1,M,W,N,1,A,A,A,N,A
2004387000,2132,Y,507300,7348,1940,0,1568,2,R,CL,G,M,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2006887000,2132,N,286700,4000,1931,0,912,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,0,A,A,F,N,A
1812014000,2136,Y,270900,5000,1920,0,953,1,R,RN,G,M,5,2,1,0,S,1,N,W,N,0,A,A,A,N,A
1604459000,2124,Y,459200,3750,1940,1999,1716,2,R,CL,G,W,8,4,1,1,S,1,S,W,N,1,A,A,A,N,A
2001062000,2131,N,477800,3504,1900,2012,1440,2,R,CL,G,M,6,3,3,1,M,1,M,W,C,1,A,G,G,N,A
2009576000,2132,Y,300500,3600,1932,2008,864,1,R,BW,H,M,5,2,1,0,M,1,M,F,N,0,A,A,A,N,A
2009713000,2132,Y,609100,6109,2011,0,2244,2,R,CL,G,C,8,4,2,1,M,1,M,W,C,1,G,G,G,N,A
2002759000,2132,N,357500,2664,1925,0,1323,2,R,CL,H,A,6,3,1,1,S,1,S,W,N,0,A,A,A,N,A
2009014000,2132,N,476800,9120,1987,0,1844,2,R,CL,G,F,6,3,2,1,S,1,S,W,N,1,A,A,A,N,A
2006491000,2132,Y,678600,9840,1890,0,2716,2,R,CL,G,W,10,6,1,1,S,1,S,W,N,1,A,A,A,N,A
1804997000,2131,Y,380900,4315,1950,0,1056,1.5,R,CP,G,W,6,2,1,1,S,1,S,F,N,1,A,A,A,N,A
1604530000,2124,Y,417100,4085,1935,0,1350,2,R,CL,H,W,6,3,1,1,S,1,S,W,N,0,F,A,A,N,A
2003426000,2132,Y,510000,5004,1920,2011,1546,2,R,CL,H,M,7,3,1,1,M,1,M,W,N,0,A,A,G,N,A
1103561003,2130,Y,337800,1266,1960,0,864,2,R,RM,G,W,4,2,1,0,N,1,N,F,N,0,A,A,A,N,A
1812269012,2136,Y,326200,6534,1954,0,1718,1,R,RR,G,M,6,3,1,1,M,1,S,F,N,0,A,A,G,N,A
1807633003,2136,Y,329700,5000,1935,0,1674,1.5,R,CP,G,M,7,3,2,0,S,1,N,W,N,0,A,A,A,N,A
2010830000,2132,Y,433500,4984,1940,2011,1464,2,R,CL,G,W,7,3,1,1,S,1,M,W,N,1,A,A,A,N,A
1604975000,2124,Y,384400,5160,1925,0,1124,2,R,CL,H,W,7,3,1,1,S,1,N,W,N,0,A,A,A,N,A
2008096000,2132,Y,380300,4140,1925,0,1295,1,R,BW,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1805833000,2131,Y,314200,6823,1950,0,1334,1,R,CP,G,M,6,3,2,0,S,1,N,W,N,1,A,A,A,N,A
1704619000,2124,Y,438200,4600,1920,0,2880,2.5,R,CL,G,F,10,5,1,0,S,1,S,W,N,1,A,A,A,N,A
1809641000,2136,Y,373900,6000,1954,0,1466,1.5,R,CP,G,M,5,3,1,1,S,1,S,W,N,1,G,A,A,N,A
1812325070,2136,Y,341000,6328,1957,2005,1949,1,R,RR,G,M,7,3,1,0,S,1,M,F,C,1,G,A,A,N,A
1700953000,2124,Y,338800,4880,1955,0,1372,1,R,BW,H,B,5,2,1,0,S,1,S,W,N,1,A,A,A,N,A
2004086000,2132,Y,745000,5701,1947,2004,2496,2,R,CL,G,W,9,4,2,1,M,1,M,W,C,2,A,G,G,N,A
1903010000,2131,Y,315000,5660,1910,0,988,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1704570000,2124,Y,344800,4050,1900,0,1874,2,R,CL,G,M,8,4,1,0,N,1,N,W,N,0,A,A,A,N,A
1805774000,2131,N,255800,7907,1941,0,682,1,R,RN,G,A,4,2,1,0,M,1,S,W,N,0,A,A,A,N,A
1803787000,2136,Y,311400,4371,1945,0,1142,1,R,CP,G,M,7,3,2,0,S,1,S,W,N,1,G,A,A,N,F
1604616000,2124,Y,446200,7200,1900,0,1221,2,R,CL,G,W,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1810293000,2136,Y,331000,7000,1900,0,1350,2,R,CL,G,M,5,3,1,0,S,1,S,F,N,0,A,A,A,N,A
1403670010,2124,Y,265000,4272,2004, ,1620,2.5,R,SD,G,F,6,3,1,1,M,1,M,W,N,0,G,G,G,N,A
2011985000,2132,Y,303000,2800,1955,0,1306,1.5,R,CP,G,M,7,3,1,0,S,1,S,W,C,0,A,A,A,N,A
1900168000,2130,Y,705200,6410,1991,0,1504,2,R,CL,G,F,6,3,2,0,M,1,M,W,N,0,A,G,G,N,A
2010280000,2132,Y,350500,4759,1959,0,918,1,R,RN,G,W,5,3,1,1,S,1,S,F,N,1,A,A,A,N,A
1803886000,2136,Y,324100,3200,1955,0,1372,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,G,G,G,N,A
1804808000,2131,Y,721900,27205,1905,2003,2068,1.5,R,BW,H,F,5,2,1,1,S,1,M,W,N,1,G,G,G,N,A
1604950000,2124,Y,507700,6932,1941,2015,1503,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,G,G,G,N,A
2009360000,2132,Y,348300,4540,1940,0,1344,1,R,BW,G,M,7,3,1,0,S,1,S,W,N,1,A,A,A,N,A
1801327000,2136,Y,279900,5600,1950,0,864,1,R,RN,G,W,7,4,1,0,S,1,S,W,N,0,A,A,A,N,A
1702831000,2124,Y,310900,7374,1960,0,1113,1,R,RN,G,B,5,3,1,0,S,1,S,F,N,1,A,A,A,N,A
1904571000,2130,Y,462200,5202,1937,0,1536,2,R,CL,G,W,7,4,2,0,S,1,S,F,C,1,A,A,A,N,A
1905019000,2130,Y,459400,3092,1914,2009,1120,1.5,R,SD,G,B,6,3,1,0,M,1,M,F,N,1,G,G,A,N,A
1604624000,2124,N,358200,3977,1956,0,1188,1,R,RN,G,W,5,3,1,0,S,1,S,W,N,2,A,A,A,N,A
1812061000,2136,Y,336600,5067,1988,0,1038,1,R,RN,G,M,5,3,2,0,M,1,M,F,N,0,A,G,G,N,A
1902371001,2130,N,1017800,9690,1928,1955,2510,2,R,CL,G,F,9,4,1,3,S,1,M,W,N,1,G,G,G,N,A
2006748000,2132,Y,523700,8890,1930,1997,1696,2,R,CL,G,M,9,3,2,0,M,1,M,W,N,1,A,G,G,N,A
2002846010,2132,Y,758900,7397,2004, ,3001,2,R,CL,G,F,8,4,2,1,M,1,M,F,C,1,G,G,G,N,A
2008873000,2132,Y,444800,4591,1910,0,2110,2,R,CL,G,M,6,3,1,0,N,1,S,W,N,1,A,A,A,N,A
1810840000,2136,Y,386100,6275,1930,0,1510,2,R,CL,L,M,7,3,1,1,M,1,S,W,N,1,A,A,A,N,A
1812269009,2136,Y,323600,14614,1954,1990,1040,1,R,RR,G,M,7,3,2,0,S,1,N,F,C,0,A,A,G,N,A
1810765005,2136,Y,409600,6024,1950,2004,1541,1.5,R,CP,G,W,8,3,1,1,S,1,M,W,N,1,A,A,G,N,A
1700277002,2124,Y,213100,1482,1985,0,918,2,R,RM,G,W,6,2,1,0,S,1,S,E,N,0,A,A,A,N,A
2007698000,2132,Y,417500,5160,1915,0,1513,1,R,CP,G,M,6,2,1,0,S,1,S,W,N,1,A,A,A,N,A
2012256000,2132,Y,380600,4970,1963,0,1469,1.5,R,CP,G,M,7,3,2,0,S,1,S,W,N,0,A,A,A,N,A
1603171000,2124,Y,590600,8422,1905,0,3065,2.5,R,CL,G,W,13,7,1,1,M,1,M,W,N,2,G,A,A,N,A
1810369001,2136,Y,350200,5992,1950,0,1030,1,R,RR,G,W,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A
1704374000,2124,Y,373300,4200,1935,0,1540,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,G,N,A
2004338000,2132,Y,485400,6160,1960,0,1690,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2008099001,2132,Y,523900,5130,1954,2011,1470,2,R,CL,G,W,8,4,1,1,M,1,M,F,N,1,A,A,G,N,A
2001845000,2132,Y,676400,10911,1950,1995,2047,2,R,CL,G,W,9,5,2,1,S,1,S,W,N,1,A,G,G,N,A
1804468000,2136,Y,489800,5425,1900,1996,2175,2.5,R,CL,G,F,8,4,3,1,M,1,M,F,C,0,G,G,G,N,A
1605216000,2124,N,448600,4378,1931,0,1792,2,R,CL,L,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1810748002,2136,Y,351900,6250,1960,0,1372,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1904479002,2130,Y,449400,6165,1964,0,1274,2,R,CL,G,M,6,3,1,1,S,1,S,W,N,1,G,A,A,N,A
1804869004,2131,Y,317900,6154,1961,0,1224,1.5,R,CP,G,M,6,3,2,1,S,1,S,W,N,0,A,A,A,N,A
2010856000,2132,Y,324200,6946,1950,0,1075,1,R,CP,G,M,6,3,1,0,S,1,S,F,N,1,A,A,A,N,A
1809531000,2136,Y,278000,5000,1900,1953,1300,2,R,CL,H,M,6,3,1,1,S,1,S,W,N,0,F,A,A,N,P
1902423000,2130,N,881500,9130,1935,0,2592,2,R,CL,G,M,7,4,1,0,S,1,S,W,N,1,G,A,A,N,A
1902214003,2130,Y,887700,7316,1963,0,2125,2,R,CL,G,M,8,4,2,1,S,1,S,W,N,1,G,G,G,N,A
2010570000,2132,Y,371900,2600,1910,2001,805,1.5,R,CL,G,M,5,2,1,1,M,1,M,W,N,0,A,G,G,N,A
1803503000,2136,Y,390200,7991,1910,2009,1216,2,R,CL,G,W,7,3,1,1,M,1,M,W,N,0,A,A,G,N,A
1811932020,2136,Y,368500,6000,1989,0,1705,1,R,RR,G,M,4,3,1,1,S,1,S,W,C,1,A,A,G,N,A
1805058000,2131,Y,467500,4200,1912,0,1932,2,R,CL,G,W,7,4,1,1,S,1,S,W,N,0,A,A,A,N,A
2000985000,2131,Y,520000,4537,1900,0,2512,2,R,CL,G,W,7,4,1,1,N,1,N,W,N,0,A,A,A,N,A
1702717000,2124,Y,283000,2318,1920,2006,1518,2,R,CL,G,S,9,6,1,0,M,1,S,F,C,0,G,A,A,N,A
1812956000,2136,Y,321200,10620,1900,0,1282,2,R,CV,G,M,6,2,1,0,S,1,N,W,N,0,A,A,A,N,A
2012265000,2132,Y,374400,6067,1963,0,1438,1.5,R,CP,G,M,9,4,2,0,S,1,S,W,N,0,A,A,A,N,A
1807065000,2136,Y,308200,6500,1950,0,1008,1,R,CP,G,M,7,3,1,1,S,1,S,F,N,1,A,A,A,N,A
2000506000,2131,N,319800,3412,1920,0,832,1.5,R,CP,G,M,6,2,1,1,S,1,S,F,N,0,A,A,A,N,A
2010073000,2132,Y,387100,3450,1970,0,1484,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A
2000213000,2131,Y,499300,4079,1920,0,1580,2,R,CL,G,W,8,4,1,0,S,1,M,F,N,0,G,G,G,N,A
1001963000,2130,N,763900,3671,1900,2004,2248,2,R,CL,G,M,10,4,3,2,M,1,M,W,C,3,G,A,A,N,A
1704345000,2124,Y,362700,4578,1942,0,1484,2,R,CL,G,W,6,3,1,1,S,1,S,W,N,1,A,A,G,N,A
1807837000,2136,Y,290200,6296,1958,0,1363,1,R,RN,G,M,6,3,1,1,S,1,S,F,N,0,A,A,A,N,A
1807310002,2136,Y,359400,4500,1960,2011,1767,1,R,RR,G,M,8,4,1,1,S,1,M,F,N,2,A,G,G,N,A
2001276000,2131,Y,356300,4250,1950,0,999,1,R,RN,G,W,5,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2001730000,2132,Y,444500,5370,1950,0,1142,1,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1903714000,2131,Y,587900,8074,1859,0,2484,2,R,CL,G,W,11,2,3,0,S,2,S,W,N,1,G,A,A,N,A
1805672000,2131,Y,419300,7670,1925,0,1286,2,R,CL,G,M,8,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1902347002,2130,Y,823700,7294,1959,1999,1920,1,R,RN,G,W,7,3,1,2,S,1,M,W,C,2,G,G,G,N,A
1903635000,2131,Y,436000,5895,1880,0,1403,2,R,CL,M,F,7,3,1,1,S,1,S,W,N,0,A,A,A,N,A
1807292000,2136,N,358600,5500,1963,0,1387,1.5,R,CP,G,M,7,2,1,1,S,1,S,F,N,1,G,A,A,N,A
1901627000,2130,Y,754200,2640,1922,2015,2160,3,R,CL,L,M,6,3,2,1,M,1,M,W,C,1,G,A,A,N,A
2009090000,2132,Y,337700,3800,1920,0,1056,1,R,BW,G,M,5,2,1,0,S,1,S,W,N,0,A,A,A,N,A
1812932005,2136,Y,347600,10110,1955,0,1089,1,R,CP,G,W,7,3,1,1,S,1,S,F,N,1,A,A,A,N,A
1604462000,2124,Y,443100,3750,1926,0,1453,2,R,CL,H,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1812497005,2136,Y,326000,6975,1978,0,976,1,R,RN,G,W,5,2,2,0,S,1,S,W,N,0,A,A,A,N,A
1702692000,2124,Y,246700,3068,1950,2007,996,1,R,CP,G,M,6,4,2,1,N,2,N,W,N,0,A,A,A,N,A
1804166007,2136,N,346400,6544,1910,0,1969,2,R,CL,G,W,8,3,2,0,S,1,S,F,N,0,A,A,A,N,A
1811692000,2136,Y,498700,5000,2004, ,2083,2,R,CL,G,M,7,4,3,0,M,1,M,F,N,0,G,G,G,N,A
1902224000,2130,N,939800,7800,1920,2011,2864,2,R,CL,H,W,10,4,1,2,S,1,M,W,N,1,G,G,G,N,A
2009069000,2132,Y,444300,6280,1950,0,2224,1,R,RN,G,M,8,3,2,0,N,1,N,W,N,0,A,A,A,N,A
2012051017,2132,Y,357000,6043,1964,0,1521,1,R,RR,G,W,8,3,2,0,S,1,S,W,N,0,A,A,A,N,A
1902590000,2130,Y,572400,5175,1926,0,1508,2,R,CL,L,W,6,3,1,0,S,1,S,W,N,0,A,A,G,N,G
2011181000,2132,Y,371100,4548,1930,1949,1367,2,R,CL,L,M,6,3,1,1,S,1,S,F,N,1,A,A,A,N,A
1808073000,2136,Y,359900,14529,1930, ,1294,1,R,BW,G,M,8,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1807962000,2136,N,456100,5357,2003, ,3008,2,R,CL,G,M,7,4,3,0,M,1,M,F,N,1,A,A,G,N,A
2008672000,2132,Y,419800,5714,1984,0,1100,2,R,SD,G,M,5,3,1,1,S,1,S,E,N,0,A,A,A,N,A
1902521000,2130,Y,752000,7465,1935,0,1800,2,R,CL,G,W,8,4,1,1,M,1,M,W,N,1,G,G,G,N,A
2005528000,2131,Y,378600,2600,1890,0,1435,2,R,CL,G,M,8,3,1,0,S,1,S,F,N,0,A,A,A,N,A
1805729000,2131,Y,477300,7361,1950,2015,1288,1,R,RN,G,M,7,3,1,1,M,1,M,W,N,2,A,A,A,N,A
2005126000,2131,Y,585400,4800,1929,0,2200,2,R,TD,G,B,10,4,1,0,N,1,N,W,N,1,A,A,A,N,F
1604668000,2124,N,474500,4177,1895,0,1632,2,R,CL,G,M,8,4,1,0,M,1,M,W,N,1,A,A,A,N,A
2002382000,2132,Y,674000,15344,1927,0,1768,2,R,CL,L,W,7,4,1,1,S,1,S,W,N,1,A,A,A,N,A
1500728000,2124,Y,341700,4913,1920,0,2367,2,R,CL,H,M,7,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1704326000,2124,N,302700,3298,1910,0,1797,2,R,CL,G,F,8,4,1,0,S,1,S,F,N,0,A,A,A,N,A
2006922000,2132,Y,405600,4620,1958,0,1442,1.5,R,CP,G,M,6,3,2,0,S,1,S,W,N,0,A,A,A,N,A
1805637010,2131,Y,349400,6250,1989,0,1044,2,R,CL,G,F,8,2,1,1,S,1,S,W,N,0,A,A,A,N,F
2009956000,2132,Y,365600,4615,1956,0,1306,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
1704517000,2124,Y,297300,4662,1875,0,1614,2,R,CL,M,F,7,4,1,1,S,1,S,W,N,0,A,A,F,N,A
2008455000,2132,Y,662900,5161,1925,2011,2482,2.5,R,CL,H,S,9,4,2,1,M,1,M,F,C,2,G,G,G,N,A
2000442005,2131,Y,396000,4222,1957,2008,1306,1.5,R,CP,G,M,4,2,1,0,S,1,M,F,C,1,A,A,A,N,A
1904186000,2131,Y,393700,2290,1910,0,1492,2,R,CL,G,F,7,3,1,1,S,1,S,F,N,0,A,A,A,N,A
1700407000,2124,Y,287400,6500,1890,0,2108,2,R,CL,G,M,10,3,2,1,S,1,M,W,N,0,A,A,A,N,A
2011636000,2132,Y,453600,7500,1890,2016,1855,2,R,CL,H,S,8,4,2,1,M,1,M,W,C,0,A,A,A,N,A
2009137000,2132,Y,435800,3936,1954,0,1272,1,R,CP,G,W,6,3,1,1,S,1,M,W,N,1,A,A,A,N,A
1812307000,2136,Y,262500,7004,1952,0,864,1,R,RN,G,F,4,3,1,0,S,1,S,F,C,0,A,A,A,N,A
2002971000,2132,Y,325200,3936,1930,0,1635,1.5,R,CP,G,M,8,4,1,1,S,1,S,W,N,0,A,A,A,N,A
1809685011,2136,Y,286900,4836,1950,0,1040,1,R,RN,G,M,7,3,1,1,S,1,S,W,N,2,A,A,A,N,A
2002700000,2132,Y,457500,8226,1910,1979,1488,2,R,CL,G,M,7,3,1,1,S,1,M,W,N,0,A,A,A,N,A
1811761000,2136,Y,323600,3750,1920,0,1451,1.5,R,CL,G,M,7,4,1,0,S,1,S,F,N,0,A,A,A,N,A
2004245000,2132,N,472500,9970,1927,0,1768,2,R,CL,L,M,6,3,1,1,N,1,N,W,N,0,A,A,A,N,A
2010218000,2132,Y,441100,7324,1969,0,1503,1.5,R,CP,G,M,6,4,1,1,S,1,S,F,N,2,A,A,A,N,A
2004085000,2132,Y,539900,5846,1945,0,1650,2,R,CL,G,W,7,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2007126001,2132,Y,400600,4200,1950,0,1306,1.5,R,CP,G,M,6,3,1,1,S,1,S,W,N,1,A,A,A,N,A
2000743000,2131,N,546700,6740,1926,2004,1995,2,R,CL,G,M,7,3,1,1,M,1,M,W,N,1,A,A,A,N,A
1805211000,2131,N,369400,5164,1962,0,1180,1,R,RN,G,W,5,2,2,0,S,1,S,F,N,2,A,A,A,N,A
1807152000,2136,Y,339100,5000,1950,2011,1224,1.5,R,CP,G,M,7,3,1,1,S,1,M,F,N,1,A,A,A,N,A
1703063000,2124,Y,312100,3922,1925,0,1536,2,R,CL,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1902349004,2130,Y,831600,7605,1960,0,1934,1,R,SL,H,M,6,3,3,0,S,1,L,W,C,2,G,G,G,N,A
1808518007,2136,Y,363200,5000,1955,0,1470,2,R,CL,G,W,6,3,1,1,S,1,N,F,N,0,A,A,A,N,G
2010808000,2132,Y,490800,5024,1940,2002,2496,2,R,CV,G,F,9,4,2,1,S,1,S,W,N,1,A,A,G,N,A
2010153002,2132,Y,271500,3630,1935,0,1081,1,R,CP,G,M,6,2,1,0,N,1,N,F,C,0,A,A,F,N,A
2010609000,2132,Y,355500,5503,1960,0,1485,1,R,RN,G,M,6,3,1,0,S,1,S,W,N,0,A,A,A,N,A
1600790000,2124,Y,344200,4275,1905,0,1469,2,R,CL,G,M,10,4,2,0,S,1,S,W,C,1,A,A,A,N,F
1603021000,2124,Y,406400,3283,1896,0,2095,2,R,CL,G,W,12,6,1,1,S,1,S,W,N,1,G,A,A,N,A
1812269077,2136,Y,304000,11631,1950,0,1120,1,R,CP,G,M,5,2,1,0,S,1,S,F,N,1,A,A,A,N,A
2010835000,2132,N,711200,6382,2005, ,2827,2,R,CL,G,M,8,4,2,1,M,1,M,F,C,1,G,G,G,N,A
2007261100,2132,Y,537700,5000,1972,0,1620,2,R,CL,G,W,6,4,1,1,S,2,M,W,C,0,A,A,A,N,A
1805000000,2131,Y,452300,3234,1884,0,1950,2,R,CL,G,M,9,6,1,0,S,1,S,F,N,1,A,A,A,N,A
